index,website,title,about,lesson_type,purpose,summary,url,period,learning_time,price
10,아이스크림,법정의무교육 한 번에 이수하기,"전국 유아, 초등, 중등교원 및 교육전문직",생활지도,(1) 법정 의무 교육의 각 영역별 개념과 특성을 이해하고 설명할 수 있다.|(2) 법정 의무 교육의 각 사례를 익히고 이해하여 학생들과 원활한 소통을 할 수 있다.,"학교 현장에 있는 교사들은 매년 온·오프라인으로 많은 연수 과정들을 필수로 이수해야 한다. 학교폭력 예방교육, 아동학대 예방 및 신고의무 교육, 심폐소생술 및 응급처치, 흡연, 음주, 약물 오남용, 장애인식개선 교육, 인성교육, 가정폭력 예방교육 등이 그것이다. 하지만 교사들이 학생들을 가르치는 본업과 여러 행정 업무 외적으로 이렇게 시간을 내서 다양한 연수들을 이수하기란 무척 어렵다. 본 과정은 학교 현장의 교사들이 반드시 이수해야 하는 다양한 법정 연수들을 통합적으로 엮어 하나의 콘텐츠로 개발하였다. 각 영역별로 1개 차시 이상씩 배분하여 교사들이 매년 받아야 하는 다양한 법정 의무 교육들을 본 과정 하나만 들음으로써 한 번에 이수토록 하는 것이 본 과정의 기획의도이다.",http://teacher.i-scream.co.kr/course/crs/creditView.do?crsCode=1184&searchOrdinalTyCode=TY01&sso=ok,4주,15시간,40000
11,아이스크림,"쏭쌤의 이, 기적 밀착 토크","전국 유아, 초등교원 및 교육전문직",생활지도,● 전문가의 인생 이야기를 통해 전문가들이 걸어온 삶의 과정을 이해하고 고민과 갈등을 해결할 수 있다.|● 전문가의 교육 이야기를 통해 다양한 교실 환경과 교육 자료에 대해 알고 전문가의 전문 분야에 대한 교육 정보를 파악할 수 있다.|● 전문가의 교직 이야기를 통해 전문가의 교육철학을 이해하고 행복한 교직 생활을 위한 지혜를 얻을 수 있다.,"● 경력의 유무와는 상관없이 많은 선생님이 교직 생활에 어려움을 겪고 있으며, 자신이 추구하는 교육적 방향과 운영에 대한 검증을 받고 싶어 함|● 자기 생각과 교육적 방향에 대한 고민 해결을 위해서 가장 좋은 방법은 동료 선생님과의 소통과 교류임|● 본 과정은 교직 생활을 하면서 겪을 수 있는 고민과 어려움을 이겨내고 자신만의 영역을 구축하여 행복한 교직 생활을 해나가고 있는 대표 선생님들의 이야기에 공감하고, 자신이 겪고 있는 고민과 갈등을 해결해 나갈 수 있는 삶의 지혜를 얻을 수 있는 과정임|● 과정은 ‘인생 이야기, 교육 이야기, 교직 이야기’로 구성되어 있으며, 1부에서는 선생님이 되기까지의 삶의 과정을, 2부에서는 전문적인 분야를 개척하고 역량을 펼칠 수 있게 되는 과정을, 3부에서는 행복한 교직 생활을 위한 다양한 교육적 가치에 대해 소개하고 있음|● 아이디어 넘치는 학급 경영, 작가, 유튜버, 놀이 교육, 한글 교육 등 다양한 분야에서 자신만의 전문성을 쌓아온 전문가들의 이야기를 통해 교실 환경 구성 및 학급 경영의 아이디어를 얻고, 교육 자료와 교육 정보를 파악하며, 자시만의 교육 철학을 세울 수 있도록 하였음|● 교실 외 공간, 교실 등 선생님이 생활하고 있는 공간을 직접 찾아다니며, 자연스럽고 진솔한 이야기를 들을 수 있도록 편안한 분위기를 조성하였음",http://teacher.i-scream.co.kr/course/crs/creditView.do?crsCode=7057&searchOrdinalTyCode=TY01&sso=ok,4주,30시간,75000
12,아이스크림,온라인-오프라인 연계 수업 따라잡기,"전국 유아, 초등, 중등교원 및 교육전문직",학습지도,- 변화한 교육 패러다임에 따라 쌍방향이 가능한 온라인 교수학습 방법을 설명할 수 있다.|- 쌍방향이 가능한 온라인 수업 도구를 이해하고 수업에 활용할 수 있다.,"세계적 팬더믹의 영향으로 온라인 교육으로의 교육 패러다임이 변화하는 요즘, 온라인에서 학습자와 교수자가 쌍방향으로 소통할 수 있는 수업 방법과 도구에 관한 관심 역시 높아지고 있습니다.|온라인에서 학습자와 교수자가 쌍방향으로 온라인과 오프라인을 연계할 수 있는 방법 및 도구를 소개하며 수업에 적합하게 활용할 수 있는 노하우를 공유하고자 합니다.",http://teacher.i-scream.co.kr/course/crs/creditView.do?crsCode=1178&searchOrdinalTyCode=TY01&sso=ok,4주,30시간,75000
13,아이스크림,허쌤의 ON&OFF 학급경영,"전국 유아, 초등교원 및 교육전문직",학급경영,● 온라인 원격 교육 상황에서 교사실재감을 통해 소속감을 키워주는 학급운영을 할 수 있다.|● 교사와 학생의 원만한 관계형성 방법을 알고 건강한 학급 문화를 만들 수 있다.,"본 연수는 학습경영과 관련한 다양한 노하우를 통해 다양한 방법을 익혀, 교실에서 바로 적용해볼 수 있는 연수입니다.|학기 초 아이들과의 만남부터 학습의 공동목표와 학급규칙을 아이들과 함께 만들고, 학생들과 소통하고 공감하는 방법을 익혀 선생님의 만의 학습을 만들 수 있는 방법을 제시합니다.|더불어, 코로나19 이후에도 다른 감염병의 유행이나 자연 재해로 인한 예기치 않은 상황이 발생할 수 있습니다.|그러한 온라인 교육 상황에서도 유연하게 학생들을 관리하고 온라인 원격 수업으로 오는 학생 간 학습격차를 최소화 하기 위해 학생 스스로, 적극적으로 참여할 수 있는 수업방법을 제시합니다.",http://teacher.i-scream.co.kr/course/crs/creditView.do?crsCode=3000&searchOrdinalTyCode=TY01&sso=ok,4주,10시간,30000
14,아이스크림,하루 20분! 나만을 위한 '나마스떼' 힐링 요가,"전국 유아, 초등, 중등교원 및 교육전문직",자기계발,● 요가를 통해 편안하고 행복한 나를 만나며 나에게 집중하는 시간을 갖는다.|● 요가의 원리와 단계를 익히고 심신을 단련하는 활동을 통해 교직생활에 도움을 받을 수 있다.|● 혈액 순환과 집중력 향상을 돕는 자세를 통해 업무의 능률을 높일 수 있다.,"● 요가의 어원은 유즈(Yuj)라는 동사입니다. 이것은 ‘결합’을 뜻하며 사람들의 몸과 마음을 합인 상태로 묶는 것에 목적이 있습니다. 업무와 수업, 생활지도에 쫓기는 교사는 진정한 ‘나’를 잃어버리고 있습니다. 명상과 호흡을 통해 나의 내면에 집중하며 몸과 마음의 균형을 찾아가는 시간이 필요합니다. 하루 20분, 쉽게 따라할 수 있는 요가로 건강한 학교생활을 위한 원동력을 충전할 수 있습니다. 건강한 교사에게서 건강한 가르침이 나옵니다. 정신없는 학교생활과 운동 부족, 만성 스트레스에 시달리는 교사들이 요가를 통해 굳어있는 몸을 깨우고 건강한 ‘나’를 되찾았으면 좋겠습니다. 또한, 학생들에게 간단하게 알려 줄 수 있는 스트레칭을 익히며, 수업의 활력과 집중력 향상에 활용할 수 있습니다.",http://teacher.i-scream.co.kr/course/crs/creditView.do?crsCode=7054&searchOrdinalTyCode=TY01&sso=ok,4주,15시간,40000
15,아이스크림,놀이와 질문이 함께하는 감동의 그림책 수업,"전국 유아, 초등교원 및 교육전문직",학습지도,(1) 그림책을 통해 질문을 찾고 생각을 확장할 수 있다.|(2) 그림책과 관련된 적절한 놀이를 학교 현장에 적용할 수 있다.,"그림책을 통해 질문이 끊임없이 발현되도록 하여 학생들로 하여금 계속해서 생각하고 깨달으며 실천할 수 있도록 하였다. 이에 더하여 ‘놀이’수업으로 마무리 될 수 있도록 하였다. 놀이는 학생들을 자발적이고 적극적으로 참여하게 만드는 놀라운 힘이 있다. 즉, 그림책이란 훌륭한 수업자료를 통해 생각을 확장하는 질문을 찾아내고, 몸과 마음에 체화하여 삶의 실천으로까지 이르게 하는 긍정적인 성장을 이룰 수 있도록 하는 게 본 과정의 핵심이다.",http://teacher.i-scream.co.kr/course/crs/creditView.do?crsCode=1174&searchOrdinalTyCode=TY01&sso=ok,4주,30시간,75000
16,아이스크림,"MZ세대의 미래를 위한 핵심 리포트, 김광석의 경제 키워드 12","전국 유아, 초등, 중등교원 및 교육전문직",자기계발,"● 현실 경제를 이해하는 데 필요한 최소한의 기본 지식들을 설명할 수 있다.|● 빠르게 변화하는 포스트 코로나, 언택트 등의 흐름을 인지하고, 이에 적합한 패러다임의 전환을 가져볼 수 있다.","● 포스트 코로나 시대, 우리는 왜 경제를 알아야 할까요? 경제를 아는 것은 교사들에게 매우 중요합니다. 글로벌 경제 위기, 격변의 시대, 포스트코로나 등 듣기만 해도 두려운 전망이 연일 쏟아져 나오고 있습니다. 경제를 모르고는 이 세상이 어떻게 격변하고 있는지 이해하기 힘듭니다. 교사가 경제를 모른다면 학교의 미래는 어둡습니다. 학생들은 우물안의 개구리가 되고, 경제 관념이 전혀 없이 세상에 내던져지게 될 것입니다. 본 강의에서 경제의 기본원리부터 포스트 코로나 경제 전망까지 알아보고, 학교에서 경제교육이 어떻게 이루어져야 하는지 심층적으로 고민해보셨으면 좋겠습니다.",http://teacher.i-scream.co.kr/course/crs/creditView.do?crsCode=7055&searchOrdinalTyCode=TY01&sso=ok,4주,15시간,40000
17,아이스크림,개정 누리과정에 기초한 놀이 여행 떠나기,"전국 유아, 초등교원 및 교육전문직",교과지도,"① 누리과정의 개정 방향을 이해하고 누리과정의 성격과 구성방향을 설명할 수 있다.|② 개정 누리과정의 편성·운영과 교수·학습의 주요 내용을 설명할 수 있다.|③ 개정 누리과정의 평가 방법을 설명할 수 있다.|④ 각 영역별 목표를 이해하고, 그에 따른 내용범주를 설명할 수 있다.|⑤ 실제 보육현장에서 개정 누리과정을 적용하는 방법에 대해 설명할 수 있다.","교육부는 국정과제 구현과 출발선 평등 실현을 위해 유아교육 혁신방안으로의 주요 내용으로 ‘유아가 중심이 되는 놀이 위주의 교육과정 개편’이 명시되었다. 이에 유아·놀이 중심 교육과정 개편 방향을 반영하여 「2019 개정 누리과정」이 고시되었다.|교사들은 누리과정에 대한 개정의 취지를 이해하고, 실제 보육현장에서 적용하는 것을 목표로 한다",http://teacher.i-scream.co.kr/course/crs/creditView.do?crsCode=7044&searchOrdinalTyCode=TY01&sso=ok,4주,15시간,40000
18,아이스크림,"초등과학 개념과 탐구, 한 번에 끝내기","전국 유아, 초등교원 및 교육전문직",교과지도,"●  본 연수를 통해 초등학교 과학과에 등장하는 다양한 개념과 실험, 탐구 등의 방법에 대해 알아봄으로써|초등 교사들의 과학과 교수·학습 전문성 및 자신감을 향상하고,|다양한 수업 콘텐츠와 방법을 활용하여 초등학생들의 과학과 핵심역량을 효과적으로 신장시킬 수 있다",● 본 연수를 통해 초등과학 교과서에 제시되는 다양한 과학개념과 탐구활동에 대해 알아보고 수업에 적용하는 방법을 익힌다. ● 수업 및 각종 과학활동에서 추가로 제시할 수 있는 재미있는 과학실험 및 탐구 활동을 알아보고 초등 과학교사의 전문성을 신장시킨다.,http://teacher.i-scream.co.kr/course/crs/creditView.do?crsCode=1175&searchOrdinalTyCode=TY01&sso=ok,4주,30시간,75000
19,아이스크림,"차이를 만드는 교실 습관, 자율의 힘","전국 유아, 초등, 중등교원 및 교육전문직",학급경영,"1. 자율 교실의 3원칙을 알고 이를 학급 운영에 적용할 수 있다.|2. 학생의 자율적이고 주도적인 삶을 위한 기본 역량을 키울 수 있다.|3. 기본이 되는 공부법, 노트정리법 등을 통해 스스로 공부하는 습관을 키울 수 있다.","코로나19의 대유행으로 가정, 학교에서 많은 학습 결손이 생기는 혼돈의 시기에 교육현장에서는 아이들이 자율적으로 공부하고, 자기주도적인 습관을 가지도록 역량을 길러주는 것이 매우 중요해진 상황입니다.|‘자율’이 습관을 통해 제대로 정착될 경우 아이들은 스스로의 의사 결정과 행동을 통해 성취감, 자존감 등이 높아지게 됩니다. 본 과정을 통해 ‘자율’로 움직이는 학급 문화를 정착하여 교사들이 꾸중이나 질책을 줄이고 학급경영에 집중할 수 있게 하고, 학생은 ‘루틴(습관) 세우기’를 통해 자율적으로 결정하고 행동하는 주도적인 삶을 살 수 있도록 돕고자 합니다.",http://teacher.i-scream.co.kr/course/crs/creditView.do?crsCode=1171&searchOrdinalTyCode=TY01&sso=ok,4주,30시간,75000
20,아이스크림,현아샘의 단단하고 따뜻한 그림책 학급운영,"전국 유아, 초등교원 및 교육전문직",학급경영,"● 독서 교육에 적합한 그림책과 이에 맞는 독서 수업 방법 및 독후 활동 지도 방법을 설명하고 이를 독서 수업에 적용할 수 있다.|● 그림책과 연계되는 다양한 활동들을 익히고 이를 학생 지도 및 학급 운영에 적용할 수 있다.|● 이웃, 환경, 인권, 예술 등 다양한 주제를 담고 있는 그림책을 통해 효과적인 수업을 운영하는 방법을 익히고 이를 다양한 수업에 적용할 수 있다.|● 다양한 주제의 그림책 창작 활동의 지도 방법을 익히고 이를 수업에 적용할 수 있다.","● 학생들이 주체적으로 자식을 습득하고 올바른 가치관을 형성하는데 있어 중요한 역할을 하는 것이 독서 교육입니다. 독서 교육에 적용하기 좋은 그림책을 소개하고, 이에 맞는 독서 수업 방법 및 독후 활동 지도 방법을 안내함으로써 효과적인 독서 수업의 운용에 도움을 주고자 합니다.|● 교사가 학생을 지도함에 있어 빼놓을 수 없는 것이 바로 인성 교육입니다. 다양한 주제를 담고 있는 그림책들과 이에 연계되는 학급 활동을 소개함으로써 이를 교사의 학급 운영 및 인성 교육에 활용할 수 있도록 도움을 주고자 합니다.",http://teacher.i-scream.co.kr/course/crs/creditView.do?crsCode=7049&searchOrdinalTyCode=TY01&sso=ok,4주,30시간,75000
21,아이스크림,학종이 뭐니? 학생부종합전형 찐 전략,"전국 유아, 초등, 중등교원 및 교육전문직",자기계발,1. 학생부종합전형에 관해 이해하고 입시와 내신에 대해 바로 알 수 있다.|2. 학생부종합전형의 지원 전략을 알고 학생의 상황에 맞는 입시 전략을 세울 수 있다.|3. 입시를 대하는 다양한 입장과 사례를 통해 학생부종합전형을 이해하고 입시 지도에 적용할 수 있다.,"본 연수에서는 입시 전문가를 통해 학생부종합전형에 대한 주요 내용과 전략을 전달하여 학생의 상황에 맞는 지원 전략을 세울 수 있도록 하였습니다. 교사, 학부모, 학생 등 다양한 입장을 고려한 입시 상담 사례를 살펴보고 연수 후 입시 지도에 적용할 수 있도록 활용도를 높였습니다.",http://teacher.i-scream.co.kr/course/crs/creditView.do?crsCode=1180&searchOrdinalTyCode=TY01&sso=ok,4주,15시간,40000
22,아이스크림,대입이 뭐니? 2022 입시 찐 전략,"전국 유아, 초등, 중등교원 및 교육전문직",자기계발,1. 대학 입시에 사용되는 용어를 알고 핵심 내용을 이해할 수 있다.|2. 입시 현황 자료를 분석하고 입시 제도의 흐름을 이해할 수 있다.|3. 학생이 지원하는 대학과 전형별 입시 현황을 분석하여 학생의 상황에 맞는 입시 전략을 세울 수 있다.,"본 연수에서는 2022년 대학 입시 지도를 하는 선생님들의 이해를 돕기 위하여 2022학년도에 변화되는 대학입시의 방향과 트렌드를 제공한다. 또한, 2022학년도 이후 입시 변화에 대한 기초적인 정보 제공부터 입시 전문가들의 경험을 바탕으로 현장에서 학생들의 대입 전략을 세워줄 수 있는 지도 전략을 제시하고자 한다.",http://teacher.i-scream.co.kr/course/crs/creditView.do?crsCode=1179&searchOrdinalTyCode=TY01&sso=ok,4주,15시간,40000
